AREA,CODE
"Olentangy Highlands, Columbus, OH",6863
"Olentangy, Columbus, OH",5691
"Olivas, Ventura, CA",15502
"Olive Corby, Santa Rosa, CA",10019
"Olive Drive, Davis, CA",13505
"Olive Tree, Greenacres, FL",11787
"Oliver, Baltimore, MD",1387
"Olivewood, National City, CA",9828
"Olney, Philadelphia, PA",210
"Olneyville, Providence, RI",3255
"Olympic East, Longview, WA",9858
"Olympic Hills, Seattle, WA",3208
"Olympic Manor, Seattle, WA",5027
"Olympic West, Longview, WA",9857
"Olympus Pointe, Roseville, CA",6076
"Omah Street, Durham, NC",10049
"Omni, Midwest City, OK",10868
"Onate, Albuquerque, NM",13035
"Onaway, Shaker Heights, OH",9422
"One Union Place, Renton, WA",8022
"Onset, Wareham, MA",8019
"Onyx, Toledo, OH",3276
"Opstad, North Bend, WA",10582
"Optimist Park NE, Tempe, AZ",5649
"Optimist Park NW, Tempe, AZ",6226
"Optimist Park SE, Tempe, AZ",6141
"Optimist Park SW, Tempe, AZ",6164
"Optimist Park, Charlotte, NC",6518
"OR, Dayton, OH",6142
"Orange Grove Manors, Oakland Park, FL",9837
"Orange Tree, Chandler, AZ",7526
"Orangeburg, Orangetown, NY",3896
"Orangecrest, Riverside, CA",2577
"Orangedale-Prospect Ave, Charlottesville, VA",12303
"Orangeville, Baltimore, MD",5907
"Orangewood, Lakeland, FL",8317
"Orangewood, Levittown, PA",10919
"Orchard Breeze, Wichita, KS",12180
"Orchard District, Bend, OR",3609
"Orchard Heights, Lafayette, IN",9291
"Orchard Hills, Garland, TX",6338
"Orchard Hills, Irvine, CA",11934
"Orchard Hills, West Allis, WI",10839
"Orchard Knob, Atlanta, GA",13332
"Orchard Park, Boulder, CO",6854
"Orchard Park, Wichita, KS",12131
"Orchard Ridge Community, Madison, WI",4482
"Orchard Ridge, Baltimore, MD",7193
"Orchard Trail, Brooklyn Park, MN",11499
"Orchard, Fort Collins, CO",14167
"Orchard, Orem, UT",9001
"Orchard, Oxnard, CA",8860
"Orchards, Renton, WA",6812
"Oread, Lawrence, KS",12981
"Oregon Acres, Portsmouth, VA",9239
"Oregon Hill, Richmond, VA",5933
"Orem North, Orem, UT",10324
"Orem Park, Orem, UT",10325
"Orem, Orem, UT",9519
"Original Gillespie Park, Sarasota, FL",13407
"Original Northwood, Baltimore, MD",6041
"Original Section, Greenacres, FL",11158
"Oriole Park, Chicago, IL",1416
"Oriole Park, Columbus, OH",7395
"Orlando Executive Airport, Orlando, FL",13400
"Orlando International Airport, Orlando, FL",13107
"Ormewood Park, Atlanta, GA",1397
"Ormond-by-the-Sea, Ormond Beach, FL",1283
"Ortega Farms, Jacksonville, FL",12164
"Ortega Forest, Jacksonville, FL",1692
"Ortega Hills, Jacksonville, FL",12034
"Ortega, Jacksonville, FL",1749
"Ortega, Sunnyvale, CA",2635
"Orwin Manor, Orlando, FL",13448
"Osage-North Fisk, Nashville, TN",5315
"Osceola Forest, Jacksonville, FL",12234
"Osgood, Fargo, ND",1955
"Oso Grande, Albuquerque, NM",5991
"Ost - South Union, Houston, TX",459
"Osterville, Barnstable, MA",1404
"Osuna Park, Albuquerque, NM",12601
"Otay Mesa West, San Diego, CA",251
"Otay Mesa, San Diego, CA",4070
"Otay Ranch Village 1, Chula Vista, CA",3178
"Otay Ranch Village 5, Chula Vista, CA",3090
"Otay Ranch, Chula Vista, CA",368
"Otis, Jacksonville, FL",12318
"Ott-Chrisman, Independence, MO",11427
"Ottawa Hills, Grand Rapids, MI",13318
"Ottawa, Toledo, OH",472
"Otter Creek Crystal, Little Rock, AR",1151
"Otter Creek, Eau Claire, WI",14107
"Otterbein, Baltimore, MD",1743
"Outer Comstock, Syracuse, NY",3721
"Outer Mission, San Francisco, CA",2862
"Outer Parkside, San Francisco, CA",2678
"Outer Richmond, San Francisco, CA",2680
"Outer Sunset, San Francisco, CA",2627
"Oval Park, Visalia, CA",10408
"Over-The-Rhine, Cincinnati, OH",3735
"Overbrook, Philadelphia, PA",239
"Overbrook, Pittsburgh, PA",1435
"Overlake, Bellevue, WA",2828
"Overlake, Redmond, WA",3123
"Overland, Denver, CO",4803
"Overlea, Baltimore, MD",6019
"Overlook at Battery Creek, Beaufort, SC",14501
"Overlook Estates, Nashville, TN",7961
"Overlook of Carriage Hills, San Antonio, TX",12324
"Overlook Park, Allentown, PA",11317
"Overlook, Mobile, AL",4916
"Overlook, Moline, IL",14446
"Overlook, Portland, OR",3346
"Overlook, Waterbury, CT",1879
"Overlook-Wynn's Hill, Columbus, GA",2196
"Overplace, Abilene, TX",2284
"Overton Park, Fort Worth, TX",5055
"Overton South, Fort Worth, TX",3707
"Overton West, Fort Worth, TX",8340
"Overton Woods, Fort Worth, TX",7806
"Overton, Mobile, AL",4238
"Overtown, Miami, FL",12022
"Owens Park, Richardson, TX",7241
"Owens, Mobile, AL",5844
"Owners Association of Lago Vista-South Southwest, San Antonio, TX",12875
"Oxbow, San Antonio, TX",12217
"Oxford Circle, Philadelphia, PA",93
"Oxford Hunt, Charlotte, NC",3806
"Oxford Station, Englewood, CO",14863
"Oxford, Dearborn, MI",9697
"Oxford, Fort Wayne, IN",3506
"Oxford, Richmond, VA",5208
"Oxmoor, Birmingham, AL",8788
"Oxnard Dunes, Oxnard, CA",10554
"Oxnard Pacific, Oxnard, CA",14912
"Oxnard Shores, Oxnard, CA",1869
"Ozark Hills, Nashville, TN",8396
"Ozone Park, NY, NY",97
"P.O.E.T, Fort Collins, CO",14732
"Pabst Park, Wauwatosa, WI",14845
"Pace East II, Mesa, AZ",7005
"Paces, Atlanta, GA",11868
"Pacheo Valle, Novato, CA",9830
"Pacido Bayou, Saint Petersburg, FL",5405
"Pacific Beach, San Diego, CA",304
"Pacific Colony, Torrance, CA",13595
"Pacific Edison, Glendale, CA",3093
"Pacific Grove Acres, Pacific Grove, CA",8825
"Pacific Grove Retreat, Pacific Grove, CA",15260
"Pacific Heights, San Francisco, CA",2592
"Pacific Palisades, Los Angeles, CA",376
"Pacific Palms, Mesa, AZ",7669
"Pacific Ridge, Des Moines, WA",10589
"Pacific South Bay, Torrance, CA",13367
"Packer Park, Philadelphia, PA",9777
"Pacoima, Los Angeles, CA",71
"Paddock Hills, Cincinnati, OH",5806
"Paddock, Iowa City, IA",10362
"Padua Hills, Claremont, CA",9901
"Page, Minneapolis, MN",5149
"Pagoda Condos, Nashville, TN",8551
"Palestine East, Kansas City, MO",12777
"Palestine West and Oak Park Northeast, Kansas City, MO",15652
"Palisades Point, Carrollton, TX",10176
"Palisades, Lake Oswego, OR",1502
"Palm Aire Village (WEST), Fort Lauderdale, FL",6928
"Palm Aire, Pompano Beach, FL",787
"Palm Beach Isles, Riviera Beach, FL",13648
"Palm Beach Lakes, West Palm Beach, FL",13102
"Palm Beach Villas, Greenacres, FL",11785
"Palm City, San Diego, CA",3505
"Palm Club Village, West Palm Beach, FL",11885
"Palm Heights, San Antonio, TX",12433
"Palm Island, Miami Beach, FL",8408
"Palm Terrace, Gainesville, FL",10142
"Palm, Redwood City, CA",9108
"Palm-Aire Village (EAST), Fort Lauderdale, FL",12322
"Palma Ceia West, Tampa, FL",12263
"Palma Ceia, Tampa, FL",1371
"Palmer Lake, Brooklyn Park, MN",9353
"Palmer Square, Chicago, IL",3202
"Palmer Woods, Detroit, MI",12951
"Palmers Hill, Stamford, CT",6323
"Palmetto Beach, Tampa, FL",12622
"Palmetto Dunes, Hilton Head Island, SC",1985
"Palmetto Hall, Hilton Head Island, SC",1986
"Palmetto Park, Saint Petersburg, FL",5880
"Palms, Los Angeles, CA",2467
"Palo Alto Orchards, Palo Alto, CA",6399
"Palo del Amo, Torrance, CA",7529
"Palo Verde, Palo Alto, CA",4769
"Palo Verde, Tucson, AZ",1185
"Palolo, Honolulu, HI",2681
"Paloma Lake, Round Rock, TX",11961
"Palomar, Orlando, FL",12883
"Palomino Estates, Gilbert, AZ",8339
"Pamela Park, Edina, MN",9897
"Pamona, Semmes, AL",6688
"Panama Park, Jacksonville, FL",1627
"Panhandle Annex, Richmond, CA",11526
"Panorama City, Los Angeles, CA",81
"Panorama Estates, Tucson, AZ",8627
"Panorama Heights, Rio Rancho, NM",11509
"Panorama, Cathedral City, CA",2242
"Panoramic Hill, Oakland, CA",5211
"Panther Creek, The Woodlands, TX",1834
"Panther Heights, Fort Worth, TX",6730
"Pantown, Saint Cloud, MN",10438
"Panway - Braddish Avenue, Baltimore, MD",6243
"Paradise Acres, Arvada, CO",14676
"Paradise Cove, Malibu, CA",9944
"Paradise Hills, Albuquerque, NM",322
"Paradise Hills, Henderson, NV",2866
"Paradise Hills, San Diego, CA",2610
"Paradise Island, Treasure Island, FL",2189
"Paradise Park, Oakland, CA",5261
"Paradise Park, Savannah, GA",1870
"Paradise Valley, Phoenix, AZ",12
"Paradise, Las Vegas, NV",2
"Paragon Mills, Nashville, TN",6630
"Paragon Point, Fort Collins, CO",14770
"Pardew, Jonesboro, AR",14878
"Paristowne Point, Louisville, KY",13518
"Park and Proctor, Chelmsford, MA",11098
"Park Avenue, Rochester, NY",3313
"Park Center Place, Mesa, AZ",7205
"Park Center, Brooklyn Park, MN",11613
"Park Central, Abilene, TX",10773
"Park Central, Orlando, FL",11991
"Park Circle, Baltimore, MD",1360
"Park City, Knoxville, TN",1588
"Park Club, Columbus, OH",6274
"Park Crescent, Fort Collins, CO",15276
"Park Crossing, Charlotte, NC",5319
"Park DeVille, Columbia, MO",10763
"Park Duvalle, Louisville, KY",12125
"Park East, Boulder, CO",5435
"Park East, Culver City, CA",15165
"Park East, Hollywood, FL",11910
"Park East, Sarasota, FL",12166
"Park El Monte, El Monte, CA",10771
"Park Estates, Long Beach, CA",4488
"Park Farms, Kansas City, MO",12551
"Park Fletcher, Indianapolis, IN",12908
"Park Forest, Plano, TX",9375
"Park Forest-Oakcrest, Baton Rouge, LA",9741
"Park Glen, Fort Worth, TX",2832
"Park Grove Estates, Gilbert, AZ",8030
"Park Groves, Garland, TX",7180
"Park Haven, Waterloo, IA",15460
"Park Hill, Columbia, MO",15011
"Park Hill, Fort Worth, TX",7733
"Park Hill, Lawrence, KS",14119
"Park Hill, Louisville, KY",4284
"Park Hill, Moline, IL",9109
"Park Hill, NY, NY",758
"Park Hill, Yonkers, NY",2336
"Park Knoll, Milwaukee, WI",6653
"Park Lake-Highland, Orlando, FL",13277
"Park Lodge, Lakewood, WA",11750
"Park Manor, Chandler, AZ",7870
"Park Manor, Chicago, IL",543
"Park Manor, Portsmouth, VA",2018
"Park Meadow, Buffalo, NY",4239
"Park Meadows, Park City, UT",2175
"Park North, Garland, TX",8314
"Park Oaks, Citrus Heights, CA",10283
"Park of the Canals, Mesa, AZ",4215
"Park Palisades, Fort Worth, TX",7425
"Park Place Condos, Nashville, TN",8534
"Park Place Village, Gilbert, AZ",8192
"Park Place, Escondido, CA",14137
"Park Place, Fort Worth, TX",6486
"Park Place, Houston, TX",12444
"Park Place, Milwaukee, WI",13249
"Park Place, Mobile, AL",1503
"Park Place, Norfolk, VA",2019
"Park Place, Oregon City, OR",9057
"Park Place, San Antonio, TX",12862
"Park Plaza East, Tulsa, OK",5262
"Park Plaza South, Tulsa, OK",6174
"Park Plaza, Richmond, CA",11559
"Park Plaza, Torrance, CA",7106
"Park Point, Duluth, MN",11495
"Park Pointe, Greenacres, FL",11166
"Park Promenade, Chandler, AZ",6525
"Park Ridge, Jacksonville, FL",12757
"Park Ridge, Madison, WI",7401
"Park Santiago, Santa Ana, CA",4132
"Park Shore, Naples, FL",1462
"Park Side, Hollywood, FL",11929
"Park Slope, NY, NY",99
"Park South, Albany, NY",5860
"Park State East, Fort Wayne, IN",7907
"Park Stockdale, Bakersfield, CA",1001
"Park Terrace, Carrollton, TX",9034
"Park Valley - Red Fork, Tulsa, OK",7952
"Park View, Harrisonburg, VA",14192
"Park View, Milwaukee, WI",7093
"Park View, WA, DC",3767
"Park Village, Gilbert, AZ",5245
"Park Village, San Antonio, TX",15644
"Park Villas, Aurora, CO",8190
"Park Walk, Charlotte, NC",7893
"Park West, Chicago, IL",708
"Park West, Culver City, CA",15166
"Park West, Milwaukee, WI",3235
"Park West, San Diego, CA",980
"Park, Detroit, MI",1382
"Parkade, Columbia, MO",10767
"Parkchester, NY, NY",180
"Parkcrest, Pflugerville, TX",15436
"Parkcrest, Springfield, MO",11194
"Parkdale Viking Hills, Waco, TX",10513
"Parker Crest, West Linn, OR",10612
"Parker Homes, Sacramento, CA",7821
"Parker Lane, Austin, TX",11977
"Parker Ridge, West Palm Beach, FL",13084
"Parker Street, Lakeland, FL",13206
"Parkhaven, Hattiesburg, MS",10279
"Parkhill, Mobile, AL",1301
"Parkland Estates, Tampa, FL",12200
"Parkland Hills, Albuquerque, NM",12580
"Parkland, Louisville, KY",3622
"Parklane, Baltimore, MD",4763
"Parklawn, Edina, MN",9896
"Parkmead, Beaumont, TX",14718
"Parkmont, Fremont, CA",3279
"Parkridge, Knoxville, TN",5794
"Parkrose Heights, Portland, OR",3396
"Parkrose, Portland, OR",3548
"Parks of Carrollton, Duluth, MN",14597
"Parkside at Mayfield Ranch, Round Rock, TX",11241
"Parkside Court, Renton, WA",13846
"Parkside Estates, Carrollton, TX",14594
"Parkside Green, Greenacres, FL",11171
"Parkside Village, Hawthorne, CA",14784
"Parkside, Baltimore, MD",5474
"Parkside, Boulder, CO",6507
"Parkside, Buffalo, NY",4839
"Parkside, Camden, NJ",1943
"Parkside, Goshen, IN",14361
"Parkside, Kenosha, WI",2105
"Parkside, Mount Vernon, NY",9731
"Parkside, Portland, ME",13101
"Parkside, San Francisco, CA",2601
"Parkside, San Mateo, CA",4156
"Parkside, Savannah, GA",9627
"Parkside, Vancouver, WA",5181
"Parkview - Woodbrook, Baltimore, MD",1751
"Parkview Hills, Fort Worth, TX",3805
"Parkview Hills, Kalamazoo, MI",13354
"Parkview Terrace, Mesa, AZ",7599
"Parkview, Chicago, IL",5999
"Parkview, Columbus, OH",3940
"Parkview, Miami Gardens, FL",1892
"Parkview, Nashville, TN",8160
"Parkview, Richmond, CA",15413
"Parkview, Winston-Salem, NC",6094
"Parkville, Hartford, CT",3584
"Parkway and Cherry Point, Lubbock, TX",11222
"Parkway East, Vancouver, WA",5117
"Parkway Estates, Wauwatosa, WI",14455
"Parkway Hills, Milwaukee, WI",6671
"Parkway Terrace, Tucson, AZ",8244
"Parkway Village-Oakhaven, Memphis, TN",2473
"Parkway, Albuquerque, NM",12526
"Parkway, Rochester, MN",11388
"Parkway, Sacramento, CA",153
"Parkwood East, Fort Collins, CO",14735
"Parkwood Hills, Fort Worth, TX",5178
"Parkwood Hills, Madison, WI",12712
"Parkwood Knolls, Edina, MN",10541
"Parkwood Maintenance, San Antonio, TX",15555
"Parkwood Manor, Philadelphia, PA",2168
"Parkwood Ranch, Mesa, AZ",4451
"Parkwood Village, Madison, WI",8461
"Parkwood West Condominum, Madison, WI",13889
"Parkwood, Decatur, GA",15189
"Parkwood, Durham, NC",9293
"Parkwood, Fort Collins, CO",10378
"Parkwood, Shoreline, WA",9292
"Parkwoods, Stockton, CA",3382
"Parnassus - Ashbury, San Francisco, CA",3694
"Parnell Industrial Area, Richmond, VA",13391
"Parrot Cove, Lake Worth, FL",2319
"Parsons, Wilkes-Barre, PA",8741
"Partrea, Norfolk, VA",15295
"Pasadena Bear Creek Estates, Saint Petersburg, FL",5306
"Pasadena On The Gulf, Saint Petersburg, FL",6482
"Pasadena Vista, Saint Petersburg, FL",7133
"Pasadena, El Paso, TX",15547
"Paschal, Fort Worth, TX",6097
"Paschall, Philadelphia, PA",2166
"Pascoag, Burrillville, RI",4599
"Paseo Arts District, Oklahoma City, OK",11138
"Paseo Crossings, Chandler, AZ",7645
"Paseo Ranchoero, Chula Vista, CA",3477
"Paseo Trail North, Chandler, AZ",6604
"Paseos, Jupiter, FL",10495
"Passey Place, Mesa, AZ",6269
"Passyunk Square, Philadelphia, PA",2160
"Pat Hurley, Albuquerque, NM",13011
"Patch, Saint Louis, MO",4595
"Patio Villa, Nashville, TN",7166
"Patricia Heights, Nashville, TN",7127
"Patrician Point, Saint Petersburg, FL",7062
"Patrick Henry, Tulsa, OK",4487
"Patrick, Jonesboro, AR",14153
"Patten, Oakland, CA",4938
"Patterson Park, Baltimore, MD",1217
"Patterson Park, Dayton, OH",5790
"Patterson Place, Baltimore, MD",6124
"Paul A. Diggs, Lakeland, FL",12593
"PaulAnn, San Angelo, TX",10334
"Paver Park, Sarasota, FL",13460
"Pawcatuck, Town of Stonington, CT",897
"Pawtuckett, Charlotte, NC",4178
"Pawtucketville, Lowell, MA",1920
"Payne Phalen, Saint Paul, MN",276
"Payne-Logan, Greenville, SC",7897
"Peabody Park, Appleton, WI",10750
"Peabody, Cambridge, MA",2842
"Peabody, Saint Louis, MO",5861
"Peace Haven, Winston-Salem, NC",5376
"Peaceful Valley, Spokane, WA",6836
"Peachtree Battle Alliance, Atlanta, GA",5278
"Peachtree Dunwoody North, Sandy Springs, GA",10240
"Peachtree Heights East, Atlanta, GA",12292
"Peachtree Heights West, Atlanta, GA",11863
"Peachtree Hills, Atlanta, GA",12190
"Peachtree Park, Atlanta, GA",12825
"Peachtree, Portsmouth, VA",10890
"Peachtree-Norwood, Roanoke, VA",2271
"Peacock Gap, San Rafael, CA",11673
"Peacock Hill, Gig Harbor, WA",2256
"Peacock Woods, Columbus, GA",14572
"Peahala Park, Long Beach Township, NJ",8465
"Peaks Island, Portland, ME",13665
"Pear Orchard, Beaumont, TX",11265
"Pearl District, Bethesda, MD",15494
"Pearl District, Portland, OR",1244
"Pearl River, Orangetown, NY",614
"Pearl-Meigs-Monroe, Rochester, NY",4444
"Pebbel Creek Estates, Winston-Salem, NC",8091
"Pebble Creek, Nashville, TN",6782
"Pebble Creek, Tulsa, OK",13834
"Pecan Park, Houston, TX",12010
"Pecan Park, Jacksonville, FL",1406
"Pecan Ridge, Bryan, TX",15496
"Pecan Springs Springdale, Austin, TX",12478
"Pecan Valley, San Antonio, TX",12476
"Pecan, Denton, TX",8977
"Pecos Aldea, Chandler, AZ",6923
"Pecos Manor, Gilbert, AZ",8372
"Pecos Park, Gilbert, AZ",6471
"Pecos Vistas, Chandler, AZ",8115
"Pelanconi, Glendale, CA",5340
"Pelham Bay Park, NY, NY",13224
"Pelham Bay, NY, NY",2543
"Pelham Gardens, NY, NY",2535
"Pelham Manor, Pelham, NY",1202
"Pelican Bay, Azle, TX",8719
"Pelican Bay, Naples, FL",1264
"Pembroke Farms-Alamo Farmsteads-Babcock Road, San Antonio, TX",8454
"Pembroke, Virginia Beach, VA",1211
"Pen Lucy, Baltimore, MD",4476
"Pendelton King, Augusta, GA",1717
"Pendleton, Cincinnati, OH",14114
"Penelope Neighbors, Atlanta, GA",13416
"Penfield Park, Birmingham, AL",9584
"Peninsula Area, Iowa City, IA",10368
"Peninsula Pointe, Nashville, TN",8687
"Peninsula, Long Beach, CA",6657
"Penn Branch, WA, DC",7034
"Penn North, Baltimore, MD",5320
"Penn Quarter, WA, DC",6100
"Penn State Altoona, Altoona, PA",15074
"Penn Wynne, Wynnewood, PA",3523
"Pennington Bend, Nashville, TN",13442
"Pennington Villas, Nashville, TN",9722
"Pennington-Prospect, Trenton, NJ",3932
"Pennsport, Philadelphia, PA",2119
"Pennsylvania Park, Saint Louis Park, MN",9881
"Penny Bryn, Iowa City, IA",14703
"Pennypack Park, Philadelphia, PA",14330
"Pennypack Woods, Philadelphia, PA",9110
"Pennypack, Philadelphia, PA",2083
"Penrith, Durham, NC",10048
"Penrose, Arlington, VA",3728
"Penrose, Philadelphia, PA",9628
"Penrose, Saint Louis, MO",3419
"Penrose-Fayette Street Outreach, Baltimore, MD",4698
"Pentagon, Edina, MN",14874
"People Active in Community Effort, San Antonio, TX",12428
"People's Freeway, Salt Lake City, UT",12468
"People's Park, Paterson, NJ",8731
"Peoplestown, Atlanta, GA",12167
"Pepper Place, Mesa, AZ",7779
"Peppergrass, Bloomington, IN",10642
"Pepperidge, Augusta, GA",1178
"Peppertree-Royal Oak, Albuquerque, NM",13044
"Pepperwood, Chandler, AZ",7700
"Pepperwood, Iowa City, IA",14708
"Pepperwood, Tempe, AZ",4025
"Peralta Hacienda, Oakland, CA",5145
"Percy Priest Woods, Nashville, TN",8224
"Perimeter Park, Morrisville, NC",14924
"Perkerson, Atlanta, GA",4625
"Perkins Park Area, Green Bay, WI",11475
"Perkins, Saint Petersburg, FL",6577
"Perrin, Lafayette, IN",9189
"Perring Loch, Baltimore, MD",4701
"Perris Hills, San Bernardino, CA",3157
"Perry Heights, Nashville, TN",8249
"Perry North, Pittsburgh, PA",1399
"Perry Park, Lawrence, KS",8885
"Perry South, Pittsburgh, PA",4185
"Perry Street District, Flagstaff, AZ",15330
"Perwinkle, Albany, OR",2244
"Peter Howell, Tucson, AZ",5158
"Peter Paul, Richmond, VA",6632
"Peterson Air Force Base, Colorado Springs, CO",13238
"Peterson Park, Chicago, IL",5486
"Peterson Park, Tempe, AZ",8428
"Peterson, Aurora, CO",8554
"Petosky-Otsego, Detroit, MI",865
"Pettigrew Heights, Sioux Falls, SD",10102
"Pettit-Rudisill, Fort Wayne, IN",15672
"Petworth, WA, DC",2580
"Peyton Forest, Atlanta, GA",13188
"Pflugerville West, Pflugerville, TX",15441
"Pflugerville, Pflugerville, TX",9513
"Phantom Lake, Bellevue, WA",4980
"Pheasant Acres, Harrisonburg, VA",15533
"Pheasant Hill, Dayton, OH",1591
"Pheasant Hills on the Lake, Loveland, OH",15065
"Pheasant Hills, Loveland, OH",15064
"Pheasant Ridge, Tempe, AZ",8194
"Pheasant Run, Aurora, CO",3578
"Pheasant Run, Bakersfield, CA",4317
"Pheasant Run, Harrisonburg, VA",15534
"Pheasant Run, Milwaukee, WI",5222
"Phelps Grove-University Heights, Springfield, MO",11294
"Philadelphia Woods, Dayton, OH",6570
"Philadelphia, Jonesboro, AR",13951
"Phillips West, Minneapolis, MN",3594
"Phinney Ridge, Seattle, WA",2977
"Phoebus, Hampton, VA",744
"Phoenix Hill, Louisville, KY",12503
"Phoenix, Jacksonville, FL",12823
"Picadilly Ridge, Pflugerville, TX",11596
"Picadilly West, Aurora, CO",13907
"Piccadilly Square, Nashville, TN",5540
"Picket Place, Garland, TX",8217
"Picketville, Jacksonville, FL",13217
